date,cash_type,card,money,coffee_name,time,year,month,day_of_week,hour,time_period,price_tier
2024-06-10,card,ANON-0000-0000-0097,37.72,Latte,12:56:48.268,2024,6,Monday,12,Afternoon,High
2024-06-10,card,ANON-0000-0000-0282,37.72,Hot Chocolate,19:04:28.106,2024,6,Monday,19,Evening,High
2024-06-10,card,ANON-0000-0000-0282,37.72,Hot Chocolate,19:05:22.770,2024,6,Monday,19,Evening,High
2024-06-10,card,ANON-0000-0000-0283,37.72,Latte,19:37:23.602,2024,6,Monday,19,Evening,High
2024-06-10,card,ANON-0000-0000-0283,37.72,Latte,19:38:19.678,2024,6,Monday,19,Evening,High
2024-06-11,card,ANON-0000-0000-0284,32.82,Americano with Milk,10:38:03.953,2024,6,Tuesday,10,Morning,Medium
2024-06-11,card,ANON-0000-0000-0285,37.72,Latte,18:48:25.292,2024,6,Tuesday,18,Evening,High
2024-06-11,card,ANON-0000-0000-0285,37.72,Latte,18:49:36.428,2024,6,Tuesday,18,Evening,High
2024-06-11,card,ANON-0000-0000-0286,37.72,Hot Chocolate,21:17:03.344,2024,6,Tuesday,21,Evening,High
2024-06-11,card,ANON-0000-0000-0287,32.82,Americano with Milk,21:27:41.900,2024,6,Tuesday,21,Evening,Medium
2024-06-11,card,ANON-0000-0000-0287,32.82,Americano with Milk,21:28:50.220,2024,6,Tuesday,21,Evening,Medium
2024-06-12,card,ANON-0000-0000-0288,37.72,Hot Chocolate,10:18:18.786,2024,6,Wednesday,10,Morning,High
2024-06-12,card,ANON-0000-0000-0289,37.72,Cappuccino,11:51:43.858,2024,6,Wednesday,11,Morning,High
2024-06-12,card,ANON-0000-0000-0283,37.72,Latte,17:41:17.179,2024,6,Wednesday,17,Evening,High
2024-06-12,card,ANON-0000-0000-0290,37.72,Latte,17:47:27.878,2024,6,Wednesday,17,Evening,High
2024-06-12,card,ANON-0000-0000-0256,37.72,Hot Chocolate,20:16:33.648,2024,6,Wednesday,20,Evening,High
2024-06-12,card,ANON-0000-0000-0291,32.82,Americano with Milk,20:25:34.239,2024,6,Wednesday,20,Evening,Medium
2024-06-13,card,ANON-0000-0000-0292,27.92,Americano,08:54:24.207,2024,6,Thursday,8,Morning,Low
2024-06-13,card,ANON-0000-0000-0097,37.72,Latte,08:57:25.592,2024,6,Thursday,8,Morning,High
2024-06-13,card,ANON-0000-0000-0293,32.82,Americano with Milk,09:50:25.038,2024,6,Thursday,9,Morning,Medium
2024-06-13,card,ANON-0000-0000-0141,27.92,Cortado,09:57:11.518,2024,6,Thursday,9,Morning,Low
2024-06-13,card,ANON-0000-0000-0294,32.82,Americano with Milk,17:04:58.601,2024,6,Thursday,17,Evening,Medium
2024-06-13,card,ANON-0000-0000-0295,37.72,Hot Chocolate,17:27:46.626,2024,6,Thursday,17,Evening,High
2024-06-13,card,ANON-0000-0000-0296,37.72,Latte,19:22:19.083,2024,6,Thursday,19,Evening,High
2024-06-13,card,ANON-0000-0000-0012,32.82,Americano with Milk,20:20:51.762,2024,6,Thursday,20,Evening,Medium
2024-06-13,card,ANON-0000-0000-0012,23.02,Espresso,20:43:45.991,2024,6,Thursday,20,Evening,Low
2024-06-13,card,ANON-0000-0000-0295,23.02,Espresso,20:45:00.615,2024,6,Thursday,20,Evening,Low
2024-06-13,card,ANON-0000-0000-0009,32.82,Americano with Milk,20:48:17.902,2024,6,Thursday,20,Evening,Medium
2024-06-13,card,ANON-0000-0000-0009,32.82,Americano with Milk,21:02:28.377,2024,6,Thursday,21,Evening,Medium
2024-06-14,card,ANON-0000-0000-0141,27.92,Cortado,07:46:13.238,2024,6,Friday,7,Morning,Low
2024-06-14,card,ANON-0000-0000-0297,27.92,Americano,10:30:31.584,2024,6,Friday,10,Morning,Low
2024-06-14,card,ANON-0000-0000-0097,37.72,Latte,12:14:41.696,2024,6,Friday,12,Afternoon,High
2024-06-14,card,ANON-0000-0000-0298,32.82,Americano with Milk,18:29:53.399,2024,6,Friday,18,Evening,Medium
2024-06-15,card,ANON-0000-0000-0299,37.72,Cappuccino,11:26:01.974,2024,6,Saturday,11,Morning,High
2024-06-15,card,ANON-0000-0000-0300,37.72,Latte,12:21:28.135,2024,6,Saturday,12,Afternoon,High
2024-06-15,card,ANON-0000-0000-0300,32.82,Americano with Milk,12:22:46.942,2024,6,Saturday,12,Afternoon,Medium
2024-06-15,card,ANON-0000-0000-0300,23.02,Espresso,12:23:52.166,2024,6,Saturday,12,Afternoon,Low
2024-06-15,card,ANON-0000-0000-0300,37.72,Cocoa,12:24:35.130,2024,6,Saturday,12,Afternoon,High
2024-06-15,card,ANON-0000-0000-0300,32.82,Americano with Milk,12:25:23.960,2024,6,Saturday,12,Afternoon,Medium
2024-06-15,card,ANON-0000-0000-0301,32.82,Americano with Milk,16:03:29.909,2024,6,Saturday,16,Afternoon,Medium
2024-06-15,card,ANON-0000-0000-0302,27.92,Americano,18:14:04.623,2024,6,Saturday,18,Evening,Low
2024-06-16,card,ANON-0000-0000-0059,32.82,Americano with Milk,10:43:51.456,2024,6,Sunday,10,Morning,Medium
2024-06-16,card,ANON-0000-0000-0303,37.72,Latte,10:58:41.366,2024,6,Sunday,10,Morning,High
2024-06-16,card,ANON-0000-0000-0303,37.72,Hot Chocolate,11:00:38.191,2024,6,Sunday,11,Morning,High
2024-06-16,card,ANON-0000-0000-0303,37.72,Hot Chocolate,11:01:41.488,2024,6,Sunday,11,Morning,High
2024-06-16,card,ANON-0000-0000-0276,32.82,Americano with Milk,12:49:27.624,2024,6,Sunday,12,Afternoon,Medium
2024-06-16,card,ANON-0000-0000-0274,23.02,Espresso,14:00:38.992,2024,6,Sunday,14,Afternoon,Low
2024-06-16,card,ANON-0000-0000-0304,32.82,Americano with Milk,15:02:36.332,2024,6,Sunday,15,Afternoon,Medium
2024-06-16,card,ANON-0000-0000-0304,32.82,Americano with Milk,15:05:10.421,2024,6,Sunday,15,Afternoon,Medium
2024-06-16,card,ANON-0000-0000-0305,37.72,Hot Chocolate,15:43:59.593,2024,6,Sunday,15,Afternoon,High
2024-06-16,card,ANON-0000-0000-0306,37.72,Hot Chocolate,16:47:36.521,2024,6,Sunday,16,Afternoon,High
2024-06-16,card,ANON-0000-0000-0059,32.82,Americano with Milk,17:45:17.267,2024,6,Sunday,17,Evening,Medium
2024-06-16,card,ANON-0000-0000-0059,32.82,Americano with Milk,17:46:16.554,2024,6,Sunday,17,Evening,Medium
2024-06-17,card,ANON-0000-0000-0307,27.92,Americano,08:57:24.044,2024,6,Monday,8,Morning,Low
2024-06-17,card,ANON-0000-0000-0308,27.92,Cortado,10:12:05.139,2024,6,Monday,10,Morning,Low
2024-06-17,card,ANON-0000-0000-0308,27.92,Cortado,10:13:37.575,2024,6,Monday,10,Morning,Low
2024-06-17,card,ANON-0000-0000-0042,37.72,Cappuccino,10:55:51.608,2024,6,Monday,10,Morning,High
2024-06-17,card,ANON-0000-0000-0164,37.72,Cappuccino,14:51:35.381,2024,6,Monday,14,Afternoon,High
2024-06-17,card,ANON-0000-0000-0012,37.72,Cappuccino,16:50:13.441,2024,6,Monday,16,Afternoon,High
2024-06-17,card,ANON-0000-0000-0012,37.72,Cappuccino,16:51:11.038,2024,6,Monday,16,Afternoon,High
2024-06-17,card,ANON-0000-0000-0012,27.92,Americano,16:52:36.336,2024,6,Monday,16,Afternoon,Low
2024-06-17,card,ANON-0000-0000-0309,27.92,Americano,18:51:19.631,2024,6,Monday,18,Evening,Low
2024-06-17,card,ANON-0000-0000-0009,32.82,Americano with Milk,21:16:11.485,2024,6,Monday,21,Evening,Medium
2024-06-18,card,ANON-0000-0000-0299,27.92,Americano,14:04:06.125,2024,6,Tuesday,14,Afternoon,Low
2024-06-18,card,ANON-0000-0000-0299,37.72,Cappuccino,14:05:12.313,2024,6,Tuesday,14,Afternoon,High
2024-06-18,card,ANON-0000-0000-0154,37.72,Cappuccino,19:20:40.571,2024,6,Tuesday,19,Evening,High
2024-06-18,card,ANON-0000-0000-0154,37.72,Cappuccino,19:21:38.892,2024,6,Tuesday,19,Evening,High
2024-06-18,card,ANON-0000-0000-0310,27.92,Cortado,20:35:49.497,2024,6,Tuesday,20,Evening,Low
2024-06-18,card,ANON-0000-0000-0012,32.82,Americano with Milk,21:20:49.526,2024,6,Tuesday,21,Evening,Medium
2024-06-18,card,ANON-0000-0000-0012,32.82,Americano with Milk,21:22:18.518,2024,6,Tuesday,21,Evening,Medium
2024-06-19,card,ANON-0000-0000-0311,37.72,Latte,07:47:19.833,2024,6,Wednesday,7,Morning,High
2024-06-19,card,ANON-0000-0000-0141,27.92,Cortado,08:17:54.508,2024,6,Wednesday,8,Morning,Low
2024-06-19,card,ANON-0000-0000-0312,27.92,Americano,10:54:00.492,2024,6,Wednesday,10,Morning,Low
2024-06-19,card,ANON-0000-0000-0313,37.72,Latte,11:11:27.807,2024,6,Wednesday,11,Morning,High
2024-06-19,card,ANON-0000-0000-0313,37.72,Cocoa,11:12:31.412,2024,6,Wednesday,11,Morning,High
2024-06-19,card,ANON-0000-0000-0164,32.82,Americano with Milk,14:21:36.258,2024,6,Wednesday,14,Afternoon,Medium
2024-06-19,card,ANON-0000-0000-0153,37.72,Cappuccino,18:28:43.437,2024,6,Wednesday,18,Evening,High
2024-06-19,card,ANON-0000-0000-0153,37.72,Latte,18:29:58.961,2024,6,Wednesday,18,Evening,High
2024-06-19,card,ANON-0000-0000-0009,32.82,Americano with Milk,19:31:31.293,2024,6,Wednesday,19,Evening,Medium
2024-06-19,card,ANON-0000-0000-0192,37.72,Cappuccino,21:28:59.485,2024,6,Wednesday,21,Evening,High
2024-06-19,card,ANON-0000-0000-0192,32.82,Americano with Milk,21:30:03.484,2024,6,Wednesday,21,Evening,Medium
2024-06-20,card,ANON-0000-0000-0097,37.72,Latte,10:50:06.453,2024,6,Thursday,10,Morning,High
2024-06-20,card,ANON-0000-0000-0314,37.72,Latte,18:59:02.082,2024,6,Thursday,18,Evening,High
2024-06-20,card,ANON-0000-0000-0314,37.72,Latte,19:00:00.237,2024,6,Thursday,19,Evening,High
2024-06-20,card,ANON-0000-0000-0257,37.72,Latte,21:39:10.013,2024,6,Thursday,21,Evening,High
2024-06-20,card,ANON-0000-0000-0009,37.72,Latte,21:57:40.554,2024,6,Thursday,21,Evening,High
2024-06-20,card,ANON-0000-0000-0009,32.82,Americano with Milk,21:59:17.598,2024,6,Thursday,21,Evening,Medium
2024-06-21,card,ANON-0000-0000-0311,37.72,Latte,09:59:55.930,2024,6,Friday,9,Morning,High
2024-06-21,card,ANON-0000-0000-0315,27.92,Americano,10:01:40.183,2024,6,Friday,10,Morning,Low
2024-06-21,card,ANON-0000-0000-0012,32.82,Americano with Milk,13:19:19.416,2024,6,Friday,13,Afternoon,Medium
2024-06-21,card,ANON-0000-0000-0012,32.82,Americano with Milk,13:20:31.513,2024,6,Friday,13,Afternoon,Medium
2024-06-21,card,ANON-0000-0000-0316,23.02,Espresso,18:12:16.064,2024,6,Friday,18,Evening,Low
2024-06-21,card,ANON-0000-0000-0009,37.72,Latte,19:30:26.651,2024,6,Friday,19,Evening,High
2024-06-21,card,ANON-0000-0000-0154,37.72,Cappuccino,19:47:06.201,2024,6,Friday,19,Evening,High
2024-06-21,card,ANON-0000-0000-0154,37.72,Cappuccino,19:48:06.713,2024,6,Friday,19,Evening,High
2024-06-21,card,ANON-0000-0000-0180,37.72,Cappuccino,19:49:54.505,2024,6,Friday,19,Evening,High
2024-06-21,card,ANON-0000-0000-0180,37.72,Cappuccino,19:51:00.211,2024,6,Friday,19,Evening,High
2024-06-21,card,ANON-0000-0000-0180,27.92,Americano,19:52:18.775,2024,6,Friday,19,Evening,Low
2024-06-21,card,ANON-0000-0000-0311,32.82,Americano with Milk,19:55:37.142,2024,6,Friday,19,Evening,Medium
2024-06-22,card,ANON-0000-0000-0141,27.92,Cortado,08:39:50.273,2024,6,Saturday,8,Morning,Low
2024-06-22,card,ANON-0000-0000-0311,32.82,Americano with Milk,09:37:48.779,2024,6,Saturday,9,Morning,Medium
2024-06-22,card,ANON-0000-0000-0317,32.82,Americano with Milk,12:53:15.541,2024,6,Saturday,12,Afternoon,Medium
2024-06-22,card,ANON-0000-0000-0009,37.72,Latte,15:37:20.137,2024,6,Saturday,15,Afternoon,High
2024-06-22,card,ANON-0000-0000-0318,37.72,Cappuccino,22:10:22.998,2024,6,Saturday,22,Evening,High
2024-06-23,card,ANON-0000-0000-0012,32.82,Americano with Milk,18:12:01.406,2024,6,Sunday,18,Evening,Medium
2024-06-23,card,ANON-0000-0000-0012,32.82,Americano with Milk,18:13:50.638,2024,6,Sunday,18,Evening,Medium
2024-06-23,card,ANON-0000-0000-0319,37.72,Cappuccino,21:06:46.956,2024,6,Sunday,21,Evening,High
2024-06-23,card,ANON-0000-0000-0320,37.72,Latte,21:29:07.823,2024,6,Sunday,21,Evening,High
2024-06-23,card,ANON-0000-0000-0320,37.72,Cappuccino,21:30:36.375,2024,6,Sunday,21,Evening,High
2024-06-24,card,ANON-0000-0000-0164,32.82,Americano with Milk,11:44:39.939,2024,6,Monday,11,Morning,Medium
2024-06-24,card,ANON-0000-0000-0180,37.72,Cappuccino,11:49:36.044,2024,6,Monday,11,Morning,High
2024-06-24,card,ANON-0000-0000-0180,37.72,Cappuccino,11:50:44.080,2024,6,Monday,11,Morning,High
2024-06-24,card,ANON-0000-0000-0321,37.72,Latte,15:02:28.995,2024,6,Monday,15,Afternoon,High
2024-06-24,card,ANON-0000-0000-0203,37.72,Cappuccino,16:46:00.573,2024,6,Monday,16,Afternoon,High
2024-06-24,card,ANON-0000-0000-0203,37.72,Cappuccino,16:47:00.409,2024,6,Monday,16,Afternoon,High
2024-06-25,card,ANON-0000-0000-0322,37.72,Latte,08:19:24.244,2024,6,Tuesday,8,Morning,High
2024-06-25,card,ANON-0000-0000-0012,32.82,Americano with Milk,10:28:26.408,2024,6,Tuesday,10,Morning,Medium
2024-06-25,card,ANON-0000-0000-0040,32.82,Americano with Milk,10:29:42.410,2024,6,Tuesday,10,Morning,Medium
2024-06-25,card,ANON-0000-0000-0203,37.72,Cappuccino,11:34:52.296,2024,6,Tuesday,11,Morning,High
2024-06-26,card,ANON-0000-0000-0323,37.72,Latte,09:33:01.706,2024,6,Wednesday,9,Morning,High
2024-06-26,card,ANON-0000-0000-0324,23.02,Espresso,16:32:29.453,2024,6,Wednesday,16,Afternoon,Low
2024-06-26,card,ANON-0000-0000-0325,27.92,Americano,16:34:01.607,2024,6,Wednesday,16,Afternoon,Low
2024-06-26,card,ANON-0000-0000-0009,37.72,Latte,21:21:53.296,2024,6,Wednesday,21,Evening,High
2024-06-26,card,ANON-0000-0000-0009,37.72,Cappuccino,21:27:00.807,2024,6,Wednesday,21,Evening,High
2024-06-26,card,ANON-0000-0000-0206,32.82,Americano with Milk,21:28:14.566,2024,6,Wednesday,21,Evening,Medium
2024-06-27,card,ANON-0000-0000-0326,32.82,Americano with Milk,09:15:43.173,2024,6,Thursday,9,Morning,Medium
2024-06-27,card,ANON-0000-0000-0327,27.92,Cortado,16:11:48.000,2024,6,Thursday,16,Afternoon,Low
2024-06-27,card,ANON-0000-0000-0328,32.82,Americano with Milk,21:44:03.372,2024,6,Thursday,21,Evening,Medium
2024-06-27,card,ANON-0000-0000-0329,37.72,Cappuccino,21:50:31.617,2024,6,Thursday,21,Evening,High
2024-06-28,card,ANON-0000-0000-0141,27.92,Cortado,08:08:35.044,2024,6,Friday,8,Morning,Low
2024-06-28,card,ANON-0000-0000-0274,23.02,Espresso,17:51:53.993,2024,6,Friday,17,Evening,Low
2024-06-28,card,ANON-0000-0000-0330,32.82,Americano with Milk,21:50:55.375,2024,6,Friday,21,Evening,Medium
2024-06-28,card,ANON-0000-0000-0331,37.72,Latte,21:52:01.867,2024,6,Friday,21,Evening,High
2024-06-28,card,ANON-0000-0000-0332,37.72,Cappuccino,22:28:19.976,2024,6,Friday,22,Evening,High
2024-06-29,card,ANON-0000-0000-0097,32.82,Americano with Milk,09:47:10.304,2024,6,Saturday,9,Morning,Medium
2024-06-29,card,ANON-0000-0000-0333,32.82,Americano with Milk,11:40:19.582,2024,6,Saturday,11,Morning,Medium
2024-06-29,card,ANON-0000-0000-0333,32.82,Americano with Milk,11:41:26.609,2024,6,Saturday,11,Morning,Medium
2024-06-29,card,ANON-0000-0000-0334,37.72,Cappuccino,12:30:24.358,2024,6,Saturday,12,Afternoon,High
2024-06-29,card,ANON-0000-0000-0334,37.72,Cappuccino,12:31:42.582,2024,6,Saturday,12,Afternoon,High
2024-06-29,card,ANON-0000-0000-0335,37.72,Cappuccino,17:23:43.583,2024,6,Saturday,17,Evening,High
2024-06-29,card,ANON-0000-0000-0335,37.72,Hot Chocolate,17:24:52.377,2024,6,Saturday,17,Evening,High
2024-06-29,card,ANON-0000-0000-0009,37.72,Latte,21:27:22.449,2024,6,Saturday,21,Evening,High
2024-06-30,card,ANON-0000-0000-0336,37.72,Latte,10:28:09.842,2024,6,Sunday,10,Morning,High
2024-06-30,card,ANON-0000-0000-0337,23.02,Espresso,13:05:50.620,2024,6,Sunday,13,Afternoon,Low
2024-06-30,card,ANON-0000-0000-0009,37.72,Hot Chocolate,16:54:41.679,2024,6,Sunday,16,Afternoon,High
2024-06-30,card,ANON-0000-0000-0097,32.82,Americano with Milk,21:04:09.746,2024,6,Sunday,21,Evening,Medium
2024-07-01,card,ANON-0000-0000-0012,23.02,Espresso,18:07:26.760,2024,7,Monday,18,Evening,Low
2024-07-01,card,ANON-0000-0000-0338,37.72,Cappuccino,18:56:51.844,2024,7,Monday,18,Evening,High
2024-07-01,card,ANON-0000-0000-0339,37.72,Cappuccino,18:57:54.267,2024,7,Monday,18,Evening,High
2024-07-02,card,ANON-0000-0000-0304,32.82,Americano with Milk,10:42:54.057,2024,7,Tuesday,10,Morning,Medium
2024-07-02,card,ANON-0000-0000-0304,27.92,Americano,10:45:00.617,2024,7,Tuesday,10,Morning,Low
2024-07-02,card,ANON-0000-0000-0019,37.72,Latte,12:48:05.181,2024,7,Tuesday,12,Afternoon,High
2024-07-02,card,ANON-0000-0000-0340,27.92,Americano,14:03:13.231,2024,7,Tuesday,14,Afternoon,Low
2024-07-02,card,ANON-0000-0000-0341,32.82,Americano with Milk,16:31:24.337,2024,7,Tuesday,16,Afternoon,Medium
2024-07-02,card,ANON-0000-0000-0329,32.82,Americano with Milk,22:02:23.576,2024,7,Tuesday,22,Evening,Medium
2024-07-03,card,ANON-0000-0000-0012,32.82,Americano with Milk,13:51:14.935,2024,7,Wednesday,13,Afternoon,Medium
2024-07-03,card,ANON-0000-0000-0342,37.72,Cappuccino,16:01:16.554,2024,7,Wednesday,16,Afternoon,High
2024-07-03,card,ANON-0000-0000-0343,37.72,Cappuccino,16:50:25.223,2024,7,Wednesday,16,Afternoon,High
2024-07-03,card,ANON-0000-0000-0270,32.82,Americano with Milk,16:53:15.618,2024,7,Wednesday,16,Afternoon,Medium
2024-07-03,card,ANON-0000-0000-0344,32.82,Americano with Milk,16:54:22.907,2024,7,Wednesday,16,Afternoon,Medium
2024-07-03,card,ANON-0000-0000-0270,37.72,Latte,16:55:31.423,2024,7,Wednesday,16,Afternoon,High
2024-07-03,card,ANON-0000-0000-0345,23.02,Espresso,16:59:25.580,2024,7,Wednesday,16,Afternoon,Low
2024-07-03,card,ANON-0000-0000-0346,37.72,Cappuccino,17:59:01.827,2024,7,Wednesday,17,Evening,High
2024-07-03,card,ANON-0000-0000-0009,37.72,Latte,19:06:09.136,2024,7,Wednesday,19,Evening,High
2024-07-04,card,ANON-0000-0000-0143,32.82,Americano with Milk,10:26:23.725,2024,7,Thursday,10,Morning,Medium
2024-07-04,card,ANON-0000-0000-0012,27.92,Americano,10:27:30.261,2024,7,Thursday,10,Morning,Low
2024-07-05,card,ANON-0000-0000-0058,37.72,Cocoa,12:20:28.670,2024,7,Friday,12,Afternoon,High
2024-07-05,card,ANON-0000-0000-0040,32.82,Americano with Milk,13:43:43.134,2024,7,Friday,13,Afternoon,Medium
2024-07-05,card,ANON-0000-0000-0347,32.82,Americano with Milk,13:44:43.829,2024,7,Friday,13,Afternoon,Medium
2024-07-05,card,ANON-0000-0000-0348,23.02,Espresso,18:55:56.308,2024,7,Friday,18,Evening,Low
2024-07-05,card,ANON-0000-0000-0099,27.92,Americano,19:55:07.812,2024,7,Friday,19,Evening,Low
2024-07-05,card,ANON-0000-0000-0349,23.02,Espresso,22:11:56.471,2024,7,Friday,22,Evening,Low
2024-07-05,card,ANON-0000-0000-0350,27.92,Americano,22:18:03.324,2024,7,Friday,22,Evening,Low
2024-07-05,card,ANON-0000-0000-0350,27.92,Americano,22:18:56.945,2024,7,Friday,22,Evening,Low
2024-07-05,card,ANON-0000-0000-0351,37.72,Cappuccino,22:20:01.149,2024,7,Friday,22,Evening,High
2024-07-05,card,ANON-0000-0000-0351,32.82,Americano with Milk,22:21:09.457,2024,7,Friday,22,Evening,Medium
2024-07-06,card,ANON-0000-0000-0352,37.72,Latte,10:28:06.826,2024,7,Saturday,10,Morning,High
2024-07-06,card,ANON-0000-0000-0009,32.82,Latte,17:15:46.042,2024,7,Saturday,17,Evening,Medium
2024-07-06,card,ANON-0000-0000-0009,32.82,Latte,17:17:01.046,2024,7,Saturday,17,Evening,Medium
2024-07-06,card,ANON-0000-0000-0012,32.82,Latte,19:09:46.107,2024,7,Saturday,19,Evening,Medium
2024-07-06,card,ANON-0000-0000-0012,27.92,Americano with Milk,19:10:39.580,2024,7,Saturday,19,Evening,Low
2024-07-07,card,ANON-0000-0000-0303,32.82,Cappuccino,09:04:20.169,2024,7,Sunday,9,Morning,Medium
2024-07-07,card,ANON-0000-0000-0353,27.92,Americano with Milk,09:14:29.225,2024,7,Sunday,9,Morning,Low
2024-07-07,card,ANON-0000-0000-0353,27.92,Americano with Milk,09:15:36.815,2024,7,Sunday,9,Morning,Low
2024-07-07,card,ANON-0000-0000-0354,32.82,Cappuccino,09:28:48.876,2024,7,Sunday,9,Morning,Medium
2024-07-07,card,ANON-0000-0000-0354,32.82,Cappuccino,09:29:56.189,2024,7,Sunday,9,Morning,Medium
2024-07-07,card,ANON-0000-0000-0355,32.82,Hot Chocolate,14:56:30.193,2024,7,Sunday,14,Afternoon,Medium
2024-07-07,card,ANON-0000-0000-0355,32.82,Cocoa,14:57:47.411,2024,7,Sunday,14,Afternoon,Medium
2024-07-07,card,ANON-0000-0000-0356,32.82,Latte,17:07:50.284,2024,7,Sunday,17,Evening,Medium
2024-07-07,card,ANON-0000-0000-0357,32.82,Cappuccino,19:33:27.187,2024,7,Sunday,19,Evening,Medium
2024-07-07,card,ANON-0000-0000-0358,32.82,Hot Chocolate,20:01:31.653,2024,7,Sunday,20,Evening,Medium
2024-07-07,card,ANON-0000-0000-0359,27.92,Americano with Milk,22:33:36.255,2024,7,Sunday,22,Evening,Low
2024-07-08,card,ANON-0000-0000-0360,32.82,Latte,07:33:07.724,2024,7,Monday,7,Morning,Medium
2024-07-08,card,ANON-0000-0000-0361,23.02,Americano,12:02:50.421,2024,7,Monday,12,Afternoon,Low
2024-07-08,card,ANON-0000-0000-0362,23.02,Americano,14:40:24.350,2024,7,Monday,14,Afternoon,Low
2024-07-08,card,ANON-0000-0000-0363,27.92,Americano with Milk,19:30:34.976,2024,7,Monday,19,Evening,Low
2024-07-08,card,ANON-0000-0000-0019,32.82,Latte,22:14:46.180,2024,7,Monday,22,Evening,Medium
2024-07-09,card,ANON-0000-0000-0333,27.92,Americano with Milk,10:26:52.138,2024,7,Tuesday,10,Morning,Low
2024-07-09,card,ANON-0000-0000-0276,27.92,Americano with Milk,10:40:28.767,2024,7,Tuesday,10,Morning,Low
2024-07-09,card,ANON-0000-0000-0194,27.92,Americano with Milk,11:21:36.103,2024,7,Tuesday,11,Morning,Low
2024-07-09,card,ANON-0000-0000-0194,32.82,Cappuccino,11:22:49.904,2024,7,Tuesday,11,Morning,Medium
2024-07-09,card,ANON-0000-0000-0364,27.92,Americano with Milk,16:42:59.535,2024,7,Tuesday,16,Afternoon,Low
2024-07-10,card,ANON-0000-0000-0365,23.02,Americano,11:10:41.690,2024,7,Wednesday,11,Morning,Low
2024-07-10,card,ANON-0000-0000-0366,27.92,Americano with Milk,12:28:53.659,2024,7,Wednesday,12,Afternoon,Low
2024-07-10,card,ANON-0000-0000-0328,32.82,Latte,22:13:10.049,2024,7,Wednesday,22,Evening,Medium
2024-07-11,card,ANON-0000-0000-0367,32.82,Hot Chocolate,11:27:27.562,2024,7,Thursday,11,Morning,Medium
2024-07-11,card,ANON-0000-0000-0368,27.92,Americano with Milk,16:48:18.709,2024,7,Thursday,16,Afternoon,Low
2024-07-11,card,ANON-0000-0000-0369,32.82,Latte,22:22:13.648,2024,7,Thursday,22,Evening,Medium
2024-07-11,card,ANON-0000-0000-0370,23.02,Americano,22:30:58.541,2024,7,Thursday,22,Evening,Low
2024-07-12,card,ANON-0000-0000-0371,23.02,Cortado,08:03:17.492,2024,7,Friday,8,Morning,Low
2024-07-12,card,ANON-0000-0000-0372,32.82,Hot Chocolate,11:48:33.381,2024,7,Friday,11,Morning,Medium
2024-07-12,card,ANON-0000-0000-0178,32.82,Hot Chocolate,22:33:25.589,2024,7,Friday,22,Evening,Medium
2024-07-12,card,ANON-0000-0000-0177,32.82,Hot Chocolate,22:34:14.307,2024,7,Friday,22,Evening,Medium
2024-07-12,card,ANON-0000-0000-0179,32.82,Hot Chocolate,22:35:29.518,2024,7,Friday,22,Evening,Medium
2024-07-13,card,ANON-0000-0000-0365,32.82,Latte,10:38:10.273,2024,7,Saturday,10,Morning,Medium
2024-07-13,card,ANON-0000-0000-0365,32.82,Latte,11:41:38.089,2024,7,Saturday,11,Morning,Medium
2024-07-14,card,ANON-0000-0000-0373,23.02,Americano,10:54:24.307,2024,7,Sunday,10,Morning,Low
2024-07-14,card,ANON-0000-0000-0373,27.92,Americano with Milk,10:55:30.525,2024,7,Sunday,10,Morning,Low
2024-07-14,card,ANON-0000-0000-0373,32.82,Cappuccino,10:56:30.251,2024,7,Sunday,10,Morning,Medium
2024-07-14,card,ANON-0000-0000-0374,32.82,Latte,10:57:54.062,2024,7,Sunday,10,Morning,Medium
2024-07-14,card,ANON-0000-0000-0375,23.02,Americano,11:02:11.798,2024,7,Sunday,11,Morning,Low
2024-07-14,card,ANON-0000-0000-0376,32.82,Latte,22:31:29.976,2024,7,Sunday,22,Evening,Medium
2024-07-15,card,ANON-0000-0000-0377,32.82,Cappuccino,07:33:05.557,2024,7,Monday,7,Morning,Medium
2024-07-16,card,ANON-0000-0000-0378,27.92,Americano with Milk,12:23:37.467,2024,7,Tuesday,12,Afternoon,Low
2024-07-16,card,ANON-0000-0000-0367,32.82,Hot Chocolate,19:29:25.485,2024,7,Tuesday,19,Evening,Medium
2024-07-17,card,ANON-0000-0000-0379,27.92,Americano with Milk,13:04:59.744,2024,7,Wednesday,13,Afternoon,Low
2024-07-18,card,ANON-0000-0000-0380,27.92,Americano with Milk,11:10:13.393,2024,7,Thursday,11,Morning,Low
2024-07-18,card,ANON-0000-0000-0381,18.12,Espresso,11:11:23.434,2024,7,Thursday,11,Morning,Low
2024-07-18,card,ANON-0000-0000-0059,23.02,Americano,11:32:59.624,2024,7,Thursday,11,Morning,Low
2024-07-18,card,ANON-0000-0000-0059,23.02,Americano,11:34:48.437,2024,7,Thursday,11,Morning,Low
2024-07-18,card,ANON-0000-0000-0059,23.02,Cortado,11:35:51.505,2024,7,Thursday,11,Morning,Low
2024-07-18,card,ANON-0000-0000-0375,32.82,Latte,13:23:33.812,2024,7,Thursday,13,Afternoon,Medium
2024-07-18,card,ANON-0000-0000-0382,32.82,Cappuccino,18:18:23.378,2024,7,Thursday,18,Evening,Medium
